DATA AS OF,DEVELOPMENT,HUD AMP#,TDS#,CONSOLIDATED TDS#,DEVELOPMENT EDP#,OPERATING EDP#,HUD #,PROGRAM,METHOD,TYPE,NUMBER OF SECTION 8 TRANSITION APARTMENTS,NUMBER OF CURRENT APARTMENTS,TOTAL NUMBER OF APARTMENTS,NUMBER OF RENTAL ROOMS,AVG NO R/R PER APARTMENT,POPULATION SECTION 8 TRANSITION,POPULATION PUBLIC HOUSING,TOTAL POPULATION,TOTAL # OF FIXED INCOME HOUSEHOLD,PERCENT FIXED INCOME HOUSEHOLDS,NUMBER OF RESIDENTIAL BLDGS,NUMBER OF NON-RESIDENTIAL BLDGS,NUMBER OF STAIRHALLS,NUMBER OF STORIES,TOTAL AREA SQ FT,ACRES,NET DEV AREA SQ FT,EXCLUDING PARK ACRES,BLDG COVERAGE SQ FT,CUBAGE CU FT,BLDG COVERAGE %,DENSITY,DEVELOPMENT COST,PER RENTAL ROOM,AVG MONTHLY GROSS RENT,LOCATION STREET A,LOCATION STREET B,LOCATION STREET C,LOCATION STREET D,BOROUGH,COMMUNITY DISTIRCT,US CONGRESSIONAL DISTRICT,NY STATE SENATE DISTRICT,NY STATE ASSEMBLY DISTRICT,NY CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT,RAD TRANSFERRED DATE
1/1/2024,POMONOK,NY005000530,53,53,588,588,NY005271C,FEDERAL,CONVENTIONAL,NEW CONST,0,"2,069","2,071","8,839.50",4.27,0,"3,925","3,925",924,0.4629,35,0,121,3–7–8,"2,238,984.00",51.4,"2,083,475",47.83,"369,627","19,315,843",16.51%,76,"$21,645,342","$2,446",$620,71ST AVE,PARSONS BLVD,KISSENA BLVD,65TH AVE,QUEENS,8,6,16,27,24,6/30/1952,1980/10/01-ATP 7,,,,
1/1/2024,PROSPECT PLAZA I,NY005025000,591,,,,,MIXED FINANCE/NON-NYCHA DEVELOPMENT,,NEW CONST,,38,110,,,,,,,,2,,,"4,6","60,548.40",1.39,"60,548",1.39,,,,,,,,SARATOGA AVE,HOWARD AVE,,,BROOKLYN,16,9,25,55,41,,,,,YES,
1/1/2024,PROSPECT PLAZA II,NY005025001,592,,,,,MIXED FINANCE/NON-NYCHA DEVELOPMENT,,NEW CONST,,42,149,,,,,,,,2,,,"4,6","79,714.80",1.83,"79,715",1.83,,,,,,,,SARATOGA AVE,HOWARD AVE,,,BROOKLYN,16,9,25,55,41,,,,,YES,
1/1/2024,PROSPECT PLAZA PHASE III,,,,,,,MIXED FINANCE/NON-NYCHA DEVELOPMENT,,NEW CONST,,,,,,,,,,,,,,,,,,,,,,,,,,SARATOGA AVE,HOWARD AVE,,,BROOKLYN,16,9,25,55,41,,,,,YES,
1/1/2024,PSS GRANDPARENT FAMILY APARTMENTS,NY005005600,560,560,,,NY005387,MIXED FINANCE,TURNKEY,NEW CONST,,50,51,235,4.7,,,,,,1,0,1,6,"25,595.00",0.59,"25,595",0.59,,,,,"$12,020,098","$51,149",,PROSPECT AVENUE,UNION AVENUE,EAST 163RD STREET,,BRONX,3,15,32,79,17,5/24/2005,,,,YES,
1/1/2024,QUEENSBRIDGE NORTH,NY005005050,505,505,398,398,NY005002B,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,526","1,543","6,277.00",4.11,0,"2,817","2,817",685,0.4754,13,1,47,6,"886,643.00",20.35,"689,843",15.84,"191,356","11,314,111",21.58%,138,"$6,466,805","$1,010",$575,41ST AVE,VERNON BLVD,40TH AVE,21ST ST,QUEENS,1,7,59,36,26,3/15/1940,,,,,
1/1/2024,QUEENSBRIDGE SOUTH,NY005000050,5,5,843,843,NY005002A,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,582","1,604","6,541.00",4.13,0,"2,963","2,963",688,0.4668,13,2,49,6,"1,268,298.00",29.12,"820,525",18.84,"198,609","11,742,973",15.66%,102,"$7,054,601","$1,057",$567,41ST AVE,VERNON BLVD,41ST RD,21ST ST,QUEENS,1,7,59,36,26,3/15/1940,,,,,
1/1/2024,RANDALL AVENUE-BALCOM AVENUE,NY005010630,245,63,364,218,NY005179,FEDERAL,TURNKEY,NEW CONST (ELD),0,251,252,823.5,3.28,0,251,251,207,0.9159,3,0,3,6,"230,000.00",5.28,"230,000",5.28,"48,175","1,582,410",20.95%,48,"$9,186,414","$10,757",$359,RANDALL AVE,BALCOM AVE,SCHLEY AVE,BUTTRICK AVE,BRONX,10,14,34,82,13,10/31/1978,,EXCLUSIVELY,,,
1/1/2024,RANDOLPH NORTH,,,,,,,MIXED FINANCE/NON-NYCHA DEVELOPMENT,CONVENTIONAL,GUT REHAB,,,,,,,,,,,,,0,,,,,,,,,,,,,W 114TH ST,FREDERICK DOUGLASS BLVD,,,MANHATTAN,10,13,30,70,9,,,,,YES,
1/1/2024,RANDOLPH SOUTH,NY005026001,561,,,,,MIXED FINANCE/NON-NYCHA DEVELOPMENT,CONVENTIONAL,GUT REHAB,,147,168,,,,,,,,2,0,0,5,"57,934.80",1.33,"57,935",1.33,,,,,,,,W 114TH ST,FREDERICK DOUGLASS BLVD,,,MANHATTAN,10,13,30,70,9,,,,,YES,
1/1/2024,RANGEL,NY005000370,37,37,317,317,NY005114E,FEDERAL,CONVENTIONAL,NEW CONST,0,940,984,"4,334.00",4.61,0,"1,957","1,957",401,0.4298,8,0,9,14,"475,672.00",10.92,"475,672",10.92,"71,671","7,911,809",15.07%,179,"$10,613,000","$2,373",$611,HARLEM RIVER DR,POLO GROUNDS TOWERS,HARLEM RIVER DRIVEWAY,,MANHATTAN,10,13,30,71,9,10/8/1951,1968/08/29-FED TRAN,,,,
1/1/2024,RAVENSWOOD,NY005000480,48,48,369,369,NY005184,FEDERAL,CONVENTIONAL,NEW CONST,0,"2,160","2,166","9,117.00",4.22,0,"3,928","3,928",930,0.451,31,0,45,6–7,"1,667,814.00",38.29,"1,537,135",35.29,"346,053","18,107,100",20.75%,103,"$21,403,996","$2,342",$654,12TH ST,34TH AVE,24TH ST,36TH AVE,QUEENS,1,7,59,36,26,7/19/1951,1971/06/29-FED TRAN,,,,
1/1/2024,RED HOOK EAST,NY005000040,4,4,202,202,NY005001,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,300","1,411","5,467.00",4.21,0,"2,523","2,523",557,0.4314,16,3,49,2–6,"856,003.00",19.65,"856,003",19.65,"192,198","10,734,477",22.45%,128,,,$540,CLINTON ST,LORRAINE ST,COLUMBIA ST,WEST 9TH ST,BROOKLYN,6,10,26,51,38,,,,,,
1/1/2024,RED HOOK I,***,"004, 079","004, 079",202,"202, 230",NY005001,FEDERAL,CONVENTIONAL,NEW CONST,,"2,421","2,545","10,140.50",4.19,0,"4,577","4,577",1002,0.0043,27,3,87,2–6,"1,452,438.00",33.34,"1,452,438",33.34,"326,157","19,292,734",22.46%,137,"$12,102,930","$1,137",$555,DWIGHT ST,CLINTON ST,W 9TH ST,LORRAINE ST,BROOKLYN,6,10,26,51,38,11/20/1939,,,,,
1/1/2024,RED HOOK II,NY005000790,079*,79,230,230,NY005029,FEDERAL,CONVENTIONAL,NEW CONST,,343,346,"1,612.50",4.7,0,738,738,114,0.0036,3,1,11,3–14,"245,292.00",5.63,"245,292",5.63,"35,301","2,896,000",14.39%,131,"$4,517,169","$2,776",$665,RICHARDS ST,DWIGHT ST,WOLCOTT ST,RED HOOK PARK,BROOKLYN,6,10,26,51,38,5/27/1955,,,,,
1/1/2024,RED HOOK WEST,NY005000790,79,79,"202 - BLDGS 15-25, 230 - BLDGS 1-4",230,"NY005001 - BLDGS 15-25, NY005029 - BLDGS 1-4",FEDERAL,CONVENTIONAL,NEW CONST,0,"1,464","1,480","6,286.00",4.29,0,"2,792","2,792",559,0.4184,14,1,49,3–6–14,"841,727.00",19.32,"841,727",19.32,"169,260","11,454,257",20.11%,145,,,$595,RICHARDS ST,LORRAINE ST,HICKS ST,WEST 9TH ST,BROOKLYN,6,10,26,51,38,,,,,,
1/1/2024,REDFERN,NY005000550,55,55,525,525,NY005216D,FEDERAL,CONVENTIONAL,NEW CONST,0,599,604,"2,907.50",4.85,0,"1,422","1,422",237,0.4225,9,0,16,6–7,"817,865.00",18.78,"726,038",16.67,"95,461","5,602,438",11.67%,76,"$9,334,000","$3,186",$593,REDFERN AVE,HASSOCK ST,BEACH CHANNEL DR,B 12TH ST,QUEENS,14,5,10,31,31,8/28/1959,1978/02/01-ATP 2,,,,
1/1/2024,REHAB PROGRAM (COLLEGE POINT),NY005011860,143,186,297,290,NY005076E,FEDERAL,CONVENTIONAL,REHAB (ELD),0,13,13,32.5,2.5,0,12,12,11,0.9167,1,0,1,1,"15,000.00",0.34,"15,000",0.34,"9,320","115,995",62.13%,35,"$5,909,934","$4,821",$229,125TH ST,22ND AVE,126TH ST,,QUEENS,7,14,11,27,19,1/31/1964,,EXCLUSIVELY,,,
1/1/2024,REHAB PROGRAM (DOUGLASS REHABS),NY005013170,515,359,"255 - BLDGS 2-4, 299 - BLDG 1",255,"NY005076A - BLDG 3-4, NY005076B - BLDGS 2, NY005076C - BLDG 1",FEDERAL,CONVENTIONAL,REHAB,0,108,112,401,3.71,0,163,163,48,0.4571,4,0,9,3–6–7,"24,462.00",0.56,"24,462",0.56,"16,326","1,247,684",66.74%,291,,,$566,W 104TH ST,BROADWAY,W 101ST ST,WEST END AVE,MANHATTAN,7,12,30,69,7,1/31/1964,,,,YES,
1/1/2024,REHAB PROGRAM (TAFT REHABS),NY005013170,516,359,"295 - BLDG 1, 293 - BLDGS 2,3 292 - BLDG 4",295,"NY005076G - BLDG 1, NY005076I - BLDG 2, 3,  NY005076J - BLDG 4",FEDERAL,CONVENTIONAL,REHAB,0,146,156,567,3.88,0,257,257,54,0.375,4,0,4,7,"27,171.00",0.62,"27,171",0.62,"22,914","1,809,773",84.33%,415,,,$524,SAINT NICHOLAS AVE,W 119TH ST,LENOX AVE,W 112TH ST,MANHATTAN,10,13,30,70,9,1/31/1964,,,,YES,
1/1/2024,REHAB PROGRAM (WISE REHAB),NY005011270,517,155,298,259,NY005076D,FEDERAL,CONVENTIONAL,REHAB,0,40,40,159,3.98,0,67,67,15,0.3846,1,0,1,5,"10,071.00",0.23,"10,071",0.23,"7,367","472,901",73.15%,291,,,$694,COLUMBUS AVE,W 94TH ST,CENTRAL PARK WEST,W 93RD ST,MANHATTAN,7,12,47,69,6,1/31/1964,,,,,
1/1/2024,RICHMOND TERRACE,NY005011170,117,117,241,241,NY005039,FEDERAL,CONVENTIONAL,NEW CONST,0,423,489,"2,024.50",4.79,0,"1,058","1,058",149,0.3531,6,1,6,8,"464,184.00",10.66,"440,715",10.12,"57,285","4,498,022",12.34%,99,"$9,551,430","$4,129",$577,JERSEY ST,RICHMOND TERR,CRESCENT AVE,,STATEN ISLAND,1,11,23,61,49,4/30/1964,,,,,
1/1/2024,RIIS,NY005010180,18,18,210,210,NY005008,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,187","1,191","5,650.50",4.76,0,"2,440","2,440",527,0.4595,13,0,18,6–13–14,"510,926.00",11.73,"510,926",11.73,"103,446","9,657,260",20.25%,208,"$13,510,289","$2,411",$631,FDR DR,AVENUE D,E 8TH ST,E 13TH ST,MANHATTAN,3,10,27,74,2,1/17/1949,,,,,
1/1/2024,RIIS II,NY005010180,19,18,372,210,NY005181D,FEDERAL,CONVENTIONAL,NEW CONST,0,575,578,"2,710.50",4.71,0,"1,150","1,150",239,0.4401,6,0,8,6–13–14,"258,562.00",5.94,"258,562",5.94,"43,916","4,497,120",16.98%,194,"$6,339,520","$2,344",$627,FDR DR,AVENUE D,EAST 6TH ST,EAST 8TH ST,MANHATTAN,3,10,27,74,2,1/31/1949,1972/06/29-FED TRAN,,,,
1/1/2024,ROBBINS PLAZA,NY005011390,218,139,329,253,NY005151,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0,150,150,470,3.13,0,155,155,128,0.9275,1,0,1,20,"12,553.00",0.29,"12,553",0.29,"6,773","974,866",53.96%,534,"$4,855,905","$9,568",$394,E 70TH ST,FIRST AVE,E 71ST ST,SECOND AVE,MANHATTAN,8,12,28,76,5,2/28/1975,,EXCLUSIVELY,,,
1/1/2024,ROBINSON,NY005012410,241,241,346,346,NY005173,FEDERAL,TURNKEY,NEW CONST,0,171,189,769.5,4.5,0,373,373,74,0.4327,1,0,2,8,"64,945.00",1.49,"64,945",1.49,"22,776","1,802,766",35.07%,250,"$5,990,000","$7,068",$672,E 128TH ST,E 129TH ST,LEXINGTON AVE,PARK AVE,MANHATTAN,11,13,30,68,9,5/31/1973,,,,,
1/1/2024,ROOSEVELT I,NY005011350,135,135,227,227,NY005054,FEDERAL,CONVENTIONAL,NEW CONST,0,760,763,"3,571.00",4.7,0,"1,672","1,672",352,0.4815,6,0,6,14–15–18,"340,000.00",7.81,"340,000",7.81,"52,168","6,754,320",15.34%,214,"$14,017,427","$3,914",$584,KOSCIUSKO ST,PULASKI ST,MARCUS GARVEY BLVD,STUYVESANT AVE,BROOKLYN,3,8,25,56,36,9/30/1964,,PARTIALLY (1 BUILDING),,,
1/1/2024,ROOSEVELT II,NY005011350,177,135,281,227,NY005083,FEDERAL,CONVENTIONAL,NEW CONST,0,340,342,"1,488.00",4.38,0,669,669,155,0.4799,3,0,3,14–15,"146,506.00",3.36,"146,506",3.36,"24,067","2,801,874",16.43%,199,"$6,450,218","$4,312",$567,LEWIS AVE,STUYVESANT AVE,HART ST,PULASKI ST,BROOKLYN,3,8,25,56,36,12/31/1966,,,,,
1/1/2024,RUTGERS,NY005020990,99,99,439,439,NY005382,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,102,719,721,"3,350.50",4.66,214,"1,255","1,469",366,0.5374,5,0,5,20,"227,341.00",5.22,"227,341",5.22,"39,355","5,936,573",17.31%,281,"$14,090,000","$4,277",$595,CHERRY ST,PIKE ST,MADISON ST,RUTGERS ST,MANHATTAN,3,10,27,65,1,3/31/1965,,,,,
1/1/2024,SACK WERN,NY005012800,280,280,506,506,NY005205,FEDERAL,CONVENTIONAL,REHAB,0,379,413,"1,755.50",4.63,0,783,783,148,0.3905,7,1,7,6,"226,969.00",5.21,"226,969",5.21,"63,056","3,782,352",27.78%,150,"$8,699,894","$4,528",$688,BEACH AVE,TAYLOR AVE,NOBLE AVE,ROSEDALE AVE,BRONX,9,14,34,85,18,5/12/1977,,,,,
1/1/2024,SAINT MARY'S PARK,NY005020930,93,93,673,673,NY005384,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,209,"1,002","1,007","4,510.00",4.5,439,"1,526","1,965",370,0.3961,6,0,6,21,"588,851.00",13.52,"545,801",12.53,"57,006","8,922,933",9.68%,145,"$16,351,823","$3,607",$569,CAULDWELL AVE,E 156TH ST,WESTCHESTER AVE,TRINITY AVE,BRONX,1,15,29,84,8,4/30/1959,,,,,
1/1/2024,SAINT NICHOLAS,NY005000380,38,38,211,211,NY005010,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,440","1,526","6,734.00",4.68,0,"3,095","3,095",630,0.4378,13,0,14,14,"680,670.00",15.63,"625,559",14.36,"105,458","13,112,212",15.49%,198,"$20,560,063","$2,891",$612,W 127TH ST,DOUGLASS BLVD,POWELL BLVD,W 131ST ST,MANHATTAN,10,13,30,70,9,9/30/1954,,,,,
1/1/2024,SAMUEL (CITY),NY005023770,377,377,650,650,NY005375,MIXED FINANCE/LLC1,CONVENTIONAL,REHAB,105,598,664,"2,552.00",4.27,190,"1,044","1,234",194,0.3255,40,2,40,5–6–7,"201,872.00",4.63,"201,872",4.63,"116,528","7,142,241",57.72%,267,$0,,$743,LENOX AVE,W 139TH ST,W 147TH ST,AC POWELL BLVD,MANHATTAN,10,13,30,"70, 71",9,8/31/1994,,,YES,,
1/1/2024,SARATOGA VILLAGE,NY005011620,158,162,274,269,NY005067,FEDERAL,CONVENTIONAL,NEW CONST,0,117,125,529.5,4.53,0,258,258,44,0.3761,1,0,1,16,"54,935.00",1.26,"54,935",1.26,"6,911","1,037,975",12.58%,205,"$2,334,676","$4,147",$747,SARATOGA AVE,HANCOCK ST,HALSEY ST,,BROOKLYN,16,8,25,55,41,12/31/1966,,,,,
1/1/2024,SEDGWICK,NY005010450,45,45,368,368,NY005183B,FEDERAL,CONVENTIONAL,NEW CONST,0,783,786,"3,316.50",4.24,0,"1,401","1,401",351,0.4637,7,0,7,14–15,"319,008.00",7.32,"319,008",7.32,"59,598","6,642,484",18.68%,191,"$8,397,841","$2,529",$563,UNDERCLIFF AVE,W 174TH ST,UNIVERSITY AVE,,BRONX,5,15,31,77,14,3/23/1951,1972/06/29-FED TRAN,,,,
1/1/2024,SEWARD PARK EXTENSION,NY005011000,192,100,312,312,NY005100,FEDERAL,CONVENTIONAL,NEW CONST,0,344,360,"1,528.00",4.44,0,703,703,177,0.516,2,2,2,23,"90,637.00",2.08,"90,637",2.08,"23,922","3,370,430",26.39%,338,"$11,871,465","$7,394",$656,BROOME ST,NORFOLK ST,GRAND ST,ESSEX ST,MANHATTAN,3,10,27,65,1,10/31/1973,,,,,
1/1/2024,SHEEPSHEAD BAY,NY005010360,36,36,314,314,NY005114B,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,016","1,056","4,743.00",4.67,0,"2,164","2,164",437,0.4322,18,0,36,6,"1,036,600.00",23.8,"953,637",21.89,"159,727","10,080,777",15.41%,91,"$12,596,000","$2,573",$615,AVENUE X,BATCHELDER ST,AVENUE V,NOSTRAND AVE,BROOKLYN,15,8,23,41,46,8/8/1950,1968/08/29-FED TRAN,,,,
1/1/2024,SHELTON HOUSE,NY005010910,279,91,505,240,NY005203,FEDERAL,CONVENTIONAL,REHAB (ELD),0,152,155,472,3.11,0,161,161,139,0.9456,1,0,1,12,"21,844.00",0.5,"21,844",0.5,"14,991","1,287,831",68.63%,322,"$3,615,000","$7,061",$365,162ND ST,89TH AVE,163RD ST,JAMAICA AVE,QUEENS,12,5,14,32,27,10/31/1978,,EXCLUSIVELY,YES,,
1/1/2024,SMITH,NY005000270,27,27,531,531,NY005220B,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,933","1,935","8,984.50",4.65,0,"3,792","3,792",1016,0.5489,12,0,12,17,"947,493.00",21.75,"806,175",18.51,"126,462","15,937,490",13.35%,174,"$29,083,000","$3,270",$603,MADISON ST,CATHERINE ST,SOUTH ST,SAINT JAMES PL,MANHATTAN,3,10,27,65,1,4/27/1953,1978/07/01-ATP 3,,,,
1/1/2024,SOTOMAYOR HOUSES,NY005010670,67,67,222,222,NY005022,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,495","1,497","6,961.50",4.66,0,"3,000","3,000",619,0.432,28,3,28,7,"1,340,519.00",30.77,"1,340,519",30.77,"190,435","12,238,008",14.21%,97,"$17,963,549","$2,564",$576,WATSON AVE,BRUCKNER BLVD,SOUNDVIEW AVE,LELAND AVE,BRONX,9,14,34,85,18,2/28/1955,,,,,
1/1/2024,SOUNDVIEW,NY005000710,71,71,537,537,NY005220H,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,254","1,259","5,846.00",4.66,0,"2,657","2,657",541,0.4445,13,2,26,7,"1,076,761.00",24.72,"1,076,761",24.72,"164,048","10,481,330",14.32%,107,"$13,445,000","$2,308",$532,ROSEDALE AVE,LACOMBE AVE,BRONX RIVER AVE,SOUNDVIEW PK,BRONX,9,14,"29, 34",85,18,10/29/1954,1978/07/01-ATP 3,,,,
1/1/2024,SOUTH BEACH,NY005010350,35,35,315,315,NY005114C,FEDERAL,CONVENTIONAL,NEW CONST,0,391,422,"1,800.50",4.6,0,808,808,162,0.4197,8,0,15,6,"708,283.00",16.26,"638,737",14.66,"68,084","3,921,651",9.61%,50,"$5,377,000","$2,795",$589,KRAMER ST,LAMPORT BLVD,REID AVE,PARKINSON AVE,STATEN ISLAND,2,11,23,64,50,3/20/1950,1968/08/29-FED TRAN,,,,
1/1/2024,SOUTH JAMAICA I,NY005010080,8,8,206,206,NY005004,FEDERAL,CONVENTIONAL,NEW CONST,0,442,448,"1,778.00",4.02,0,778,778,151,0.3766,11,1,33,3–4,"392,989.00",9.02,"392,989",9.02,"82,310","2,940,659",20.94%,86,"$2,117,392","$1,182",$577,158TH ST,SOUTH RD,160TH ST,109TH AVE,QUEENS,12,5,14,32,28,8/1/1940,,,,,
1/1/2024,SOUTH JAMAICA II,NY005010080,66,8,220,206,NY005018,FEDERAL,CONVENTIONAL,NEW CONST,0,597,600,"2,807.50",4.7,0,"1,294","1,294",223,0.3926,16,0,27,3–7,"579,217.00",13.3,"579,217",13.3,"116,506","5,268,542",20.11%,97,"$8,541,145","$3,030",$612,SOUTH RD,160TH ST,BRINKERHOFF AVE,158TH ST,QUEENS,12,5,14,32,28,10/25/1954,,,,,
1/1/2024,STANTON STREET,NY005013590,559,359,841,840,NY005326,FEDERAL,TURNKEY,NEW CONST,0,13,13,66.5,5.12,0,35,35,4,0.3077,1,0,1,6,"5,000.00",0.11,"5,000",0.11,"3,600",,72.00%,318,"$4,561,538","$68,595",$670,ATTORNEY ST,STANTON ST,RIDGE ST,,MANHATTAN,3,10,27,65,1,12/1/2003,,,YES,YES,
1/1/2024,STAPLETON,NY005021140,114,114,436,436,NY005383,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,132,693,693,"3,358.50",4.85,266,"1,543","1,809",214,0.3526,6,1,12,"1, 8","734,857.00",16.87,"611,147",14.03,"76,976","6,441,281",10.47%,107,"$12,271,000","$3,654",$589,BROAD & HILL STS,TOMPKINS AVE,WARREN ST,GORDON ST,STATEN ISLAND,1,11,23,61,49,5/31/1962,,,,,
1/1/2024,STRAUS,NY005011530,153,153,263,263,NY005063,FEDERAL,CONVENTIONAL,NEW CONST,0,267,267,"1,162.50",4.35,0,522,522,141,0.5341,2,0,2,19–20,"46,018.00",1.06,"46,018",1.06,"12,476","2,133,126",27.11%,492,"$5,442,401","$4,674",$604,THIRD AVE,E 28TH ST,SECOND AVE,E 27TH ST,MANHATTAN,6,12,59,74,2,1/31/1965,,,,,
1/1/2024,STUYVESANT GARDENS I,NY005012210,221,221,337,337,NY005133,FEDERAL,TURNKEY,NEW CONST,0,314,331,"1,544.00",4.92,0,736,736,116,0.3706,5,0,25,4,"202,058.00",4.64,"202,058",4.64,"92,431","3,341,149",45.74%,159,"$10,070,462","$6,212",$665,QUINCY ST,MALCOLM X BLVD,MONROE ST,LEWIS AVE,BROOKLYN,3,8,25,56,36,8/31/1972,,,,,
1/1/2024,STUYVESANT GARDENS II,NY005012210,333,221,755,755,NY005269,FEDERAL,TURNKEY,NEW CONST (ELD),0,131,150,458.5,3.5,0,148,148,120,0.916,1,0,1,7,"70,050.00",1.61,"70,050",1.61,"16,458","1,044,874",23.49%,92,"$9,991,893","$19,032",$440,QUINCY ST,MALCOLM X BLVD,MONROE ST,STUYVESANT AVE,BROOKLYN,3,8,25,56,36,2/28/1986,,EXCLUSIVELY,YES,,
1/1/2024,SUMNER,NY005010730,73,73,538,538,NY005220I,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,098","1,099","5,007.00",4.56,0,"2,066","2,066",531,0.5076,13,0,24,7–12,"963,265.00",22.11,"905,577",20.79,"131,812","8,881,677",13.68%,93,"$18,007,000","$3,608",$564,PARK AVE,LEWIS AVE,MYRTLE AVE,THROOP AVE,BROOKLYN,3,8,25,56,36,5/14/1958,1978/07/01-ATP 3,,,,
1/1/2024,SURFSIDE GARDENS,NY005011700,170,170,278,278,NY005087,FEDERAL,CONVENTIONAL,NEW CONST,0,590,600,"2,525.00",4.28,0,"1,030","1,030",348,0.6282,5,0,5,14–15,"323,050.00",7.42,"323,050",7.42,"36,810","5,005,316",11.39%,139,"$13,577,964","$5,261",$491,W 31ST ST,NEPTUNE AVE,W 33RD ST,SURF AVE,BROOKLYN,13,8,23,46,47,6/30/1969,,PARTIALLY (2 BUILDINGS),,,
1/1/2024,TAFT,NY005010970,97,97,261,261,NY005064,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,375","1,470","6,218.50",4.52,0,"2,732","2,732",605,0.4426,9,1,9,19,"537,645.00",12.34,"537,645",12.34,"105,527","13,161,342",19.63%,221,"$28,867,029","$4,367",$614,E 112TH ST,E 115TH ST,PARK AVE,FIFTH AVE,MANHATTAN,11,13,30,68,8,12/31/1962,,,,,
1/1/2024,TAYLOR STREET-WYTHE AVENUE,NY005012340,234,234,358,358,NY005141,FEDERAL,TURNKEY,NEW CONST,0,524,525,"2,461.00",4.7,0,"1,166","1,166",254,0.4903,5,1,5,8–11–12–13,"183,100.00",4.2,"183,100",4.2,"57,205","5,051,383",31.24%,278,"$20,178,024","$8,118",$563,WYTHE AVE,CLYMER ST,ROSS ST,,BROOKLYN,1,7,18,50,34,6/30/1974,,,,,
1/1/2024,TELLER AVENUE-EAST 166TH STREET,NY005013080,223,308,344,344,NY005163,FEDERAL,TURNKEY,NEW CONST,0,89,90,348.5,3.92,0,181,181,41,0.4767,1,0,1,6,"27,481.00",0.63,"27,481",0.63,"12,354","816,812",44.95%,287,"$2,296,895","$6,363",$544,TELLER AVE,E 167TH ST,CLAY AVE,E 166TH ST,BRONX,4,15,32,77,16,9/30/1971,,,,,
1/1/2024,THOMAS APARTMENTS,NY005011270,268,155,387,259,NY005192,FEDERAL,TURNKEY,NEW CONST (ELD),0,87,87,304.5,3.5,0,96,96,81,0.9529,1,0,1,11,"9,410.00",0.22,"9,410",0.22,"6,641","652,000",70.57%,436,"$11,188,636","$36,744",$438,W 90TH ST,AMSTERDAM AVE,W 91ST ST,COLUMBUS AVE,MANHATTAN,7,12,47,69,6,8/31/1994,,EXCLUSIVELY,YES,,
1/1/2024,THROGGS NECK,NY005010630,63,63,218,218,NY005015,FEDERAL,CONVENTIONAL,NEW CONST,0,"1,182","1,185","5,423.00",4.59,0,"2,467","2,467",469,0.4121,29,2,64,3–7,"1,430,081.00",32.83,"1,430,081",32.83,"228,989","11,440,850",16.01%,75,"$15,541,569","$2,859",$545,RANDALL AVE,CALHOUN AVE,SAMPSON AVE,BALCOM AVE,BRONX,10,14,34,82,13,11/27/1953,,,,,
1/1/2024,THROGGS NECK ADDITION,NY005010630,193,63,303,218,NY005098,FEDERAL,CONVENTIONAL,NEW CONST,0,287,287,"1,330.50",4.64,0,632,632,127,0.4601,4,0,4,8–11,"384,899.00",8.84,"384,899",8.84,"39,315","2,755,918",10.21%,71,"$7,405,898","$5,523",$539,DEWEY AVE,BALCOLM AVE,RANDALL AVE,THROGGS NECK HOUSES,BRONX,10,14,34,82,13,9/30/1971,,,,,
1/1/2024,TILDEN,NY005000720,96,96,233,233,NY005034,FEDERAL,CONVENTIONAL,NEW CONST,0,996,998,"4,742.00",4.76,0,"2,307","2,307",406,0.4234,8,1,8,16,"465,764.00",10.69,"465,764",10.69,"66,416","8,888,637",14.26%,216,"$14,827,430","$3,122",$569,DUMONT AVE,MOTHER GASTON BLVD,LIVONIA AVE,ROCKAWAY AVE,BROOKLYN,16,8,25,55,41,6/30/1961,,,,,
1/1/2024,TODT HILL,NY005000520,42,42,583,583,NY005268A,FEDERAL,CONVENTIONAL,NEW CONST,0,456,502,"1,986.00",4.36,0,914,914,222,0.4879,7,0,14,6,"581,056.00",13.34,"532,084",12.21,"79,116","4,454,900",13.62%,69,"$6,509,155","$2,994",$633,MANOR RD,SCHMIDTS LA,LAGUARDIA AVE,WESTWOOD AVE,STATEN ISLAND,2,11,24,63,49,6/1/1950,1980/07/01-ATP 6,,,,
